"File","Offset","Expression","Value"
"controls\texteditorfolder\previewcontrols\TextEditorPreviewAni.cs","4296","0x768AE94E ^ _003CModule_003E_007Be69553f9_002Deb39_002D49cd_002D9d77_002Da4ee304d94f7_007D.m_7b86004a82fb42ee97ea7d5e58574563.m_5f32481f68ae4c7eaeea7ec68a5ff47b","/pvfUtility;V2026.1.22.2;component/controls/texteditorfolder/previewcontrols/texteditorpreviewani.xaml"
"controls\texteditorfolder\previewcontrols\TextEditorPreviewAni.cs","4504","0x4E193B01 ^ _003CModule_003E_007Be69553f9_002Deb39_002D49cd_002D9d77_002Da4ee304d94f7_007D.m_7b86004a82fb42ee97ea7d5e58574563.m_24a7cb1bd49e4021b5d8fa5493d816ca","MaxWidthValue"
"controls\texteditorfolder\previewcontrols\TextEditorPreviewAni.cs","4534","0x690EF094 ^ _003CModule_003E_007Be69553f9_002Deb39_002D49cd_002D9d77_002Da4ee304d94f7_007D.m_7b86004a82fb42ee97ea7d5e58574563.m_864fc4c2b93e4f099c2c07aa23d782f6","MaxHeightValue"
"controls\texteditorfolder\TextBoxPasteHelper.cs","4262","0x306506AC ^ _003CModule_003E_007Be69553f9_002Deb39_002D49cd_002D9d77_002Da4ee304d94f7_007D.m_7b86004a82fb42ee97ea7d5e58574563.m_add69167a2c54fe0bb2e5f0af2545839","CanPasteNewLine"
"Converts\Search\ConvertScriptContentSearchMode.cs","4046","0x21879660 ^ _003CModule_003E_007Be69553f9_002Deb39_002D49cd_002D9d77_002Da4ee304d94f7_007D.m_7b86004a82fb42ee97ea7d5e58574563.m_a6871abdbd314ec9bd2de23164bed82c","GlobalSearchWindow_ScriptFileSearchTypeComboBoxItem1"
"Converts\Search\ConvertScriptContentSearchMode.cs","4046","0x13FC48A4 ^ _003CModule_003E_007Be69553f9_002Deb39_002D49cd_002D9d77_002Da4ee304d94f7_007D.m_7b86004a82fb42ee97ea7d5e58574563.m_a7cc82b779404332a260d01290ecb801","GlobalSearchWindow_ScriptFileSearchTypeComboBoxItem1"
"Converts\Search\ConvertScriptContentSearchMode.cs","4154","0xB8B3DAB ^ _003CModule_003E_007Be69553f9_002Deb39_002D49cd_002D9d77_002Da4ee304d94f7_007D.m_7b86004a82fb42ee97ea7d5e58574563.m_e066a82cd08141c08d4817f20a7d29f3","GlobalSearchWindow_ScriptFileSearchTypeComboBoxItem2"
"Converts\Search\ConvertScriptContentSearchMode.cs","4154","0x25C005AD ^ _003CModule_003E_007Be69553f9_002Deb39_002D49cd_002D9d77_002Da4ee304d94f7_007D.m_7b86004a82fb42ee97ea7d5e58574563.m_c8944dd9ca4b4079b8678bce0630ff7d","GlobalSearchWindow_ScriptFileSearchTypeComboBoxItem2"
"PvfCode\App.cs","4566","0x636C13DC ^ _003CModule_003E_007Be69553f9_002Deb39_002D49cd_002D9d77_002Da4ee304d94f7_007D.m_7b86004a82fb42ee97ea7d5e58574563.m_972142dcef4a4cfba572768c2212069f","7z64.dll"
"PvfCode\App.cs","4586","0x70D1CC4E ^ _003CModule_003E_007Be69553f9_002Deb39_002D49cd_002D9d77_002Da4ee304d94f7_007D.m_7b86004a82fb42ee97ea7d5e58574563.m_541fbf15174a41ce952b7916fd6276fe","e_sqlite3.dll"
"PvfCode\App.cs","4616","0x3D9BC211 ^ _003CModule_003E_007Be69553f9_002Deb39_002D49cd_002D9d77_002Da4ee304d94f7_007D.m_7b86004a82fb42ee97ea7d5e58574563.m_825859c4ee504b91a6a1d6e7fabf4f01","WebView2Loader.dll"
"PvfCode\App.cs","4656","0x21878B9E ^ _003CModule_003E_007Be69553f9_002Deb39_002D49cd_002D9d77_002Da4ee304d94f7_007D.m_7b86004a82fb42ee97ea7d5e58574563.m_a6871abdbd314ec9bd2de23164bed82c","/pvfUtility;V2026.1.22.2;component/app.xaml"
"PvfCode\App.cs","68102","0x30641C0C ^ _003CModule_003E_007Be69553f9_002Deb39_002D49cd_002D9d77_002Da4ee304d94f7_007D.m_7b86004a82fb42ee97ea7d5e58574563.m_add69167a2c54fe0bb2e5f0af2545839","N"
"PvfCode\App.cs","68102","0x30641C0C ^ _003CModule_003E_007Be69553f9_002Deb39_002D49cd_002D9d77_002Da4ee304d94f7_007D.m_7b86004a82fb42ee97ea7d5e58574563.m_add69167a2c54fe0bb2e5f0af2545839","N"
"PvfCode\App.cs","68108","0x1019F95F ^ _003CModule_003E_007Be69553f9_002Deb39_002D49cd_002D9d77_002Da4ee304d94f7_007D.m_7b86004a82fb42ee97ea7d5e58574563.m_80f251012e8548e0baf3267defb3d706","mess_ShowMessageError"
"PvfCode\App.cs","68108","0x1019F95F ^ _003CModule_003E_007Be69553f9_002Deb39_002D49cd_002D9d77_002Da4ee304d94f7_007D.m_7b86004a82fb42ee97ea7d5e58574563.m_80f251012e8548e0baf3267defb3d706","mess_ShowMessageError"
"PvfCode\App.cs","68154","0x3854124F ^ _003CModule_003E_007Be69553f9_002Deb39_002D49cd_002D9d77_002Da4ee304d94f7_007D.m_7b86004a82fb42ee97ea7d5e58574563.m_0273572c23d24952bbcc01600fea0084","mess_Exception"
"PvfCode\App.cs","68186","0x4165BF6 ^ _003CModule_003E_007Be69553f9_002Deb39_002D49cd_002D9d77_002Da4ee304d94f7_007D.m_7b86004a82fb42ee97ea7d5e58574563.m_8fd2865c456d4936bd87c4a63c3e7ba1","QQ：812143836"
"PvfCode\App.cs","68186","0x11B81576 ^ _003CModule_003E_007Be69553f9_002Deb39_002D49cd_002D9d77_002Da4ee304d94f7_007D.m_7b86004a82fb42ee97ea7d5e58574563.m_39a59c8c3fda4dbdaaf2213c010b00a8","QQ：812143836"
"PvfCode\App.cs","68214","0x9320BC1 ^ _003CModule_003E_007Be69553f9_002Deb39_002D49cd_002D9d77_002Da4ee304d94f7_007D.m_7b86004a82fb42ee97ea7d5e58574563.m_a47e9e4bf3624e7291689f8fb4b10989","mess_Exception_2"
"PvfCode\App.cs","68250","0xC6365 ^ _003CModule_003E_007Be69553f9_002Deb39_002D49cd_002D9d77_002Da4ee304d94f7_007D.m_7b86004a82fb42ee97ea7d5e58574563.m_ffc261d25c834aebbee1da6f61154719","OpenClipboard 失败 (0x800401D0 (CLIPBRD_E_CANT_OPEN))"
"PvfCode\AppCore.cs","4746","0x65E6ECE9 ^ _003CModule_003E_007Be69553f9_002Deb39_002D49cd_002D9d77_002Da4ee304d94f7_007D.m_7b86004a82fb42ee97ea7d5e58574563.m_0a3e5af7839d43a19884f927a9769d0e","mess_LstExtractResult"
"PvfCode\AppCore.cs","68356","0x6C4DEEA4 ^ _003CModule_003E_007Be69553f9_002Deb39_002D49cd_002D9d77_002Da4ee304d94f7_007D.m_7b86004a82fb42ee97ea7d5e58574563.m_c4ac9f35eb704455b489a780e86cf909","宏保存成功"
"PvfCode\Commands\Resource1.cs","13276","0xB8B1E4D ^ _003CModule_003E_007Be69553f9_002Deb39_002D49cd_002D9d77_002Da4ee304d94f7_007D.m_7b86004a82fb42ee97ea7d5e58574563.m_e066a82cd08141c08d4817f20a7d29f3","ItemCodeHoverConfig"
"PvfCode\Commands\Resource1.cs","67806","0x527BAE0C ^ _003CModule_003E_007Be69553f9_002Deb39_002D49cd_002D9d77_002Da4ee304d94f7_007D.m_7b86004a82fb42ee97ea7d5e58574563.m_cb81f441a98e4bd493b61df435bbdbdb","Commands.Resource1"
"PvfCode\Controls\AvatarControl\AvatarControlEx.cs","33454","0x101871FD ^ _003CModule_003E_007Be69553f9_002Deb39_002D49cd_002D9d77_002Da4ee304d94f7_007D.m_7b86004a82fb42ee97ea7d5e58574563.m_80f251012e8548e0baf3267defb3d706","ImageSource"
"PvfCode\Controls\AvatarControl\AvatarControlEx.cs","67646","0x704F3311 ^ _003CModule_003E_007Be69553f9_002Deb39_002D49cd_002D9d77_002Da4ee304d94f7_007D.m_7b86004a82fb42ee97ea7d5e58574563.m_c4f70e4f04fd48b4b9edaf9a9b8fdeae","/pvfUtility;V2026.1.22.2;component/controls/avatarcontrol/avatarcontrolex.xaml"
"PvfCode\Controls\ButtonInfoEx.cs","63142","0x51F1236A ^ _003CModule_003E_007Be69553f9_002Deb39_002D49cd_002D9d77_002Da4ee304d94f7_007D.m_7b86004a82fb42ee97ea7d5e58574563.m_e9daf7d92d7e4446976bda811e90502a","/pvfUtility;V2026.1.22.2;component/controls/buttoninfoex.xaml"
"PvfCode\Controls\EditBox.cs","56668","0x11B9C270 ^ _003CModule_003E_007Be69553f9_002Deb39_002D49cd_002D9d77_002Da4ee304d94f7_007D.m_7b86004a82fb42ee97ea7d5e58574563.m_39a59c8c3fda4dbdaaf2213c010b00a8","Value"
"PvfCode\Controls\EditBox.cs","63268","0x3D9B273D ^ _003CModule_003E_007Be69553f9_002Deb39_002D49cd_002D9d77_002Da4ee304d94f7_007D.m_7b86004a82fb42ee97ea7d5e58574563.m_825859c4ee504b91a6a1d6e7fabf4f01","/pvfUtility;V2026.1.22.2;component/controls/editbox.xaml"
"PvfCode\Controls\EditBox.cs","63384","1427621874 ^ 0x1EB782AE ^ _003CModule_003E_007Be69553f9_002Deb39_002D49cd_002D9d77_002Da4ee304d94f7_007D.m_7b86004a82fb42ee97ea7d5e58574563.m_d6a39a5ddb584a4d998858fb4ceeb027","NullText"
"PvfCode\Controls\EditBox.cs","63404","0x3509FEB5 ^ _003CModule_003E_007Be69553f9_002Deb39_002D49cd_002D9d77_002Da4ee304d94f7_007D.m_7b86004a82fb42ee97ea7d5e58574563.m_c3720eb655124e6e81b317ef170605cd","Caption"
"PvfCode\Controls\ImageAttached.cs","63422","0x417A612 ^ _003CModule_003E_007Be69553f9_002Deb39_002D49cd_002D9d77_002Da4ee304d94f7_007D.m_7b86004a82fb42ee97ea7d5e58574563.m_8fd2865c456d4936bd87c4a63c3e7ba1","Gray8"
"PvfCode\Controls\ImageAttached.cs","63436","0x89A7FE5 ^ _003CModule_003E_007Be69553f9_002Deb39_002D49cd_002D9d77_002Da4ee304d94f7_007D.m_7b86004a82fb42ee97ea7d5e58574563.m_cf19654829b546c5ba704a307b4e0bfa","BitmapSourceBackup"
"PvfCode\Controls\NpkImageControls\AniImageControl.cs","67480","0x2B2FB9EE ^ _003CModule_003E_007Be69553f9_002Deb39_002D49cd_002D9d77_002Da4ee304d94f7_007D.m_7b86004a82fb42ee97ea7d5e58574563.m_5b1a4905efa74bdd971c79e2845c55df","/pvfUtility;V2026.1.22.2;component/controls/npkimagecontrols/aniimagecontrol.xaml"
"PvfCode\Controls\PopupEx.cs","49074","0x265C9270 ^ _003CModule_003E_007Be69553f9_002Deb39_002D49cd_002D9d77_002Da4ee304d94f7_007D.m_7b86004a82fb42ee97ea7d5e58574563.m_00f9435ae4b3435e95ad1d31b77e7a6f","UpdatePosition"
"PvfCode\Controls\PopupEx.cs","49318","0x4C1652B2 ^ _003CModule_003E_007Be69553f9_002Deb39_002D49cd_002D9d77_002Da4ee304d94f7_007D.m_7b86004a82fb42ee97ea7d5e58574563.m_d7eae1243bb84fa8b3e43c67ebe44716","IsPositionUpdate"
"PvfCode\Controls\PvfTreeView.cs","63476","-985766894 ^ -1596428923 ^ _003CModule_003E_007Be69553f9_002Deb39_002D49cd_002D9d77_002Da4ee304d94f7_007D.m_7b86004a82fb42ee97ea7d5e58574563.m_0a3e5af7839d43a19884f927a9769d0e","/pvfUtility;V2026.1.22.2;component/controls/pvftreeview.xaml"
"PvfCode\Controls\PvfTreeViewGroup.cs","63600","0x704EC35F ^ _003CModule_003E_007Be69553f9_002Deb39_002D49cd_002D9d77_002Da4ee304d94f7_007D.m_7b86004a82fb42ee97ea7d5e58574563.m_c4f70e4f04fd48b4b9edaf9a9b8fdeae","/pvfUtility;V2026.1.22.2;component/controls/pvftreeviewgroup.xaml"
"PvfCode\Controls\PvfTreeViewGroup.cs","63734","-1499773451 ^ -1533347621 ^ _003CModule_003E_007Be69553f9_002Deb39_002D49cd_002D9d77_002Da4ee304d94f7_007D.m_7b86004a82fb42ee97ea7d5e58574563.m_582a7f02cd3044949cbbc8d81e970cdb","TreeAllowDrop"
"PvfCode\Controls\SearchResultControl.cs","63764","0xB1DDFAC ^ _003CModule_003E_007Be69553f9_002Deb39_002D49cd_002D9d77_002Da4ee304d94f7_007D.m_7b86004a82fb42ee97ea7d5e58574563.m_df89dfc2a96347ad9471b517744dea02","/pvfUtility;V2026.1.22.2;component/controls/searchresultcontrol.xaml"
"PvfCode\Controls\Test\ZoomAndPanControl.cs","66808","0x13FD4392 ^ _003CModule_003E_007Be69553f9_002Deb39_002D49cd_002D9d77_002Da4ee304d94f7_007D.m_7b86004a82fb42ee97ea7d5e58574563.m_a7cc82b779404332a260d01290ecb801","PART_Content was not found in the ZoomAndPanControl visual template!"
"PvfCode\Controls\Test\ZoomAndPanControl.cs","66808","0x70D0D95C ^ _003CModule_003E_007Be69553f9_002Deb39_002D49cd_002D9d77_002Da4ee304d94f7_007D.m_7b86004a82fb42ee97ea7d5e58574563.m_541fbf15174a41ce952b7916fd6276fe","PART_Content was not found in the ZoomAndPanControl visual template!"
"PvfCode\Controls\Test\ZoomAndPanControl.cs","66948","0x7C0E1B66 ^ _003CModule_003E_007Be69553f9_002Deb39_002D49cd_002D9d77_002Da4ee304d94f7_007D.m_7b86004a82fb42ee97ea7d5e58574563.m_2bc1918cd21d40e9b73926d6c2cbc512","ContentScale"
"PvfCode\Controls\Test\ZoomAndPanControl.cs","66976","1503723328 ^ 0x513B72C9 ^ _003CModule_003E_007Be69553f9_002Deb39_002D49cd_002D9d77_002Da4ee304d94f7_007D.m_7b86004a82fb42ee97ea7d5e58574563.m_cf19654829b546c5ba704a307b4e0bfa","MinContentScale"
"PvfCode\Controls\Test\ZoomAndPanControl.cs","67010","0x636D07C8 ^ _003CModule_003E_007Be69553f9_002Deb39_002D49cd_002D9d77_002Da4ee304d94f7_007D.m_7b86004a82fb42ee97ea7d5e58574563.m_972142dcef4a4cfba572768c2212069f","MaxContentScale"
"PvfCode\Controls\Test\ZoomAndPanControl.cs","67044","0xF03ADF4 ^ _003CModule_003E_007Be69553f9_002Deb39_002D49cd_002D9d77_002Da4ee304d94f7_007D.m_7b86004a82fb42ee97ea7d5e58574563.m_e5d5198bec9744b280b22d7dede4d8ad","ContentOffsetX"
"PvfCode\Controls\Test\ZoomAndPanControl.cs","67076","0x46DB170D ^ _003CModule_003E_007Be69553f9_002Deb39_002D49cd_002D9d77_002Da4ee304d94f7_007D.m_7b86004a82fb42ee97ea7d5e58574563.m_34a93bd635aa4a0cb45ae24212f58e0f","ContentOffsetY"
"PvfCode\Controls\Test\ZoomAndPanControl.cs","67108","0x38541E51 ^ _003CModule_003E_007Be69553f9_002Deb39_002D49cd_002D9d77_002Da4ee304d94f7_007D.m_7b86004a82fb42ee97ea7d5e58574563.m_0273572c23d24952bbcc01600fea0084","AnimationDuration"
"PvfCode\Controls\Test\ZoomAndPanControl.cs","67146","0x42E7F056 ^ _003CModule_003E_007Be69553f9_002Deb39_002D49cd_002D9d77_002Da4ee304d94f7_007D.m_7b86004a82fb42ee97ea7d5e58574563.m_bbd6700d16934fad8cc9f8d19544f21f","ContentZoomFocusX"
"PvfCode\Controls\Test\ZoomAndPanControl.cs","67184","0x25C113E7 ^ _003CModule_003E_007Be69553f9_002Deb39_002D49cd_002D9d77_002Da4ee304d94f7_007D.m_7b86004a82fb42ee97ea7d5e58574563.m_c8944dd9ca4b4079b8678bce0630ff7d","ContentZoomFocusY"
"PvfCode\Controls\Test\ZoomAndPanControl.cs","67222","0x704F3DB9 ^ _003CModule_003E_007Be69553f9_002Deb39_002D49cd_002D9d77_002Da4ee304d94f7_007D.m_7b86004a82fb42ee97ea7d5e58574563.m_c4f70e4f04fd48b4b9edaf9a9b8fdeae","ViewportZoomFocusX"
"PvfCode\Controls\Test\ZoomAndPanControl.cs","67262","0xC6F41 ^ _003CModule_003E_007Be69553f9_002Deb39_002D49cd_002D9d77_002Da4ee304d94f7_007D.m_7b86004a82fb42ee97ea7d5e58574563.m_ffc261d25c834aebbee1da6f61154719","ViewportZoomFocusY"
"PvfCode\Controls\Test\ZoomAndPanControl.cs","67302","0x659F587B ^ _003CModule_003E_007Be69553f9_002Deb39_002D49cd_002D9d77_002Da4ee304d94f7_007D.m_7b86004a82fb42ee97ea7d5e58574563.m_0cdaa8b4a2df45ea8b368477e0c569ba","ContentViewportWidth"
"PvfCode\Controls\Test\ZoomAndPanControl.cs","67346","0x2B2FB964 ^ _003CModule_003E_007Be69553f9_002Deb39_002D49cd_002D9d77_002Da4ee304d94f7_007D.m_7b86004a82fb42ee97ea7d5e58574563.m_5b1a4905efa74bdd971c79e2845c55df","ContentViewportHeight"
"PvfCode\Controls\Test\ZoomAndPanControl.cs","67392","0x527BA192 ^ _003CModule_003E_007Be69553f9_002Deb39_002D49cd_002D9d77_002Da4ee304d94f7_007D.m_7b86004a82fb42ee97ea7d5e58574563.m_cb81f441a98e4bd493b61df435bbdbdb","IsMouseWheelScrollingEnabled"
"PvfCode\Controls\Test\ZoomAndPanControl.cs","67452","0x704F3C53 ^ _003CModule_003E_007Be69553f9_002Deb39_002D49cd_002D9d77_002Da4ee304d94f7_007D.m_7b86004a82fb42ee97ea7d5e58574563.m_c4f70e4f04fd48b4b9edaf9a9b8fdeae","PART_Content"
"PvfCode\Controls\TextEditorFolder\AllSearchResultTreeView.cs","64308","0xB8BD6A5 ^ _003CModule_003E_007Be69553f9_002Deb39_002D49cd_002D9d77_002Da4ee304d94f7_007D.m_7b86004a82fb42ee97ea7d5e58574563.m_e066a82cd08141c08d4817f20a7d29f3","/pvfUtility;V2026.1.22.2;component/controls/texteditorfolder/allsearchresulttreeview.xaml"
"PvfCode\Controls\TextEditorFolder\AllSearchResultView.cs","64490","0x101808B9 ^ _003CModule_003E_007Be69553f9_002Deb39_002D49cd_002D9d77_002Da4ee304d94f7_007D.m_7b86004a82fb42ee97ea7d5e58574563.m_80f251012e8548e0baf3267defb3d706","/pvfUtility;V2026.1.22.2;component/controls/texteditorfolder/allsearchresultview.xaml"
"PvfCode\Controls\TextEditorFolder\AvalonEditBehaviour.cs","64664","0x2B2E42EE ^ _003CModule_003E_007Be69553f9_002Deb39_002D49cd_002D9d77_002Da4ee304d94f7_007D.m_7b86004a82fb42ee97ea7d5e58574563.m_5b1a4905efa74bdd971c79e2845c55df","GiveMeTheText"
"PvfCode\Controls\TextEditorFolder\DefaultScriptEditor.cs","64694","0x6C4C1916 ^ _003CModule_003E_007Be69553f9_002Deb39_002D49cd_002D9d77_002Da4ee304d94f7_007D.m_7b86004a82fb42ee97ea7d5e58574563.m_c4ac9f35eb704455b489a780e86cf909","/pvfUtility;V2026.1.22.2;component/controls/texteditorfolder/defaultscripteditor.xaml"
"PvfCode\Controls\TextEditorFolder\DocumentTextEditor.cs","64868","0xD949B ^ _003CModule_003E_007Be69553f9_002Deb39_002D49cd_002D9d77_002Da4ee304d94f7_007D.m_7b86004a82fb42ee97ea7d5e58574563.m_ffc261d25c834aebbee1da6f61154719","/pvfUtility;V2026.1.22.2;component/controls/texteditorfolder/documenttexteditor.xaml"
"PvfCode\Controls\TextEditorFolder\ScriptCommentController.cs","9906","0xD4F4D ^ _003CModule_003E_007Be69553f9_002Deb39_002D49cd_002D9d77_002Da4ee304d94f7_007D.m_7b86004a82fb42ee97ea7d5e58574563.m_ffc261d25c834aebbee1da6f61154719","Comment"
"PvfCode\Controls\TextEditorFolder\ScriptCommentController.cs","9906","0x3CA99861 ^ _003CModule_003E_007Be69553f9_002Deb39_002D49cd_002D9d77_002Da4ee304d94f7_007D.m_7b86004a82fb42ee97ea7d5e58574563.m_c10a6115b19c4927ae8ffc79f8f16dfb","Comment"
"PvfCode\Controls\TextEditorFolder\ScriptCommentController.cs","9906","0x13FC61D8 ^ _003CModule_003E_007Be69553f9_002Deb39_002D49cd_002D9d77_002Da4ee304d94f7_007D.m_7b86004a82fb42ee97ea7d5e58574563.m_a7cc82b779404332a260d01290ecb801","Comment"
"PvfCode\Controls\TextEditorFolder\ScriptCommentController.cs","9906","0x2E4B33C9 ^ _003CModule_003E_007Be69553f9_002Deb39_002D49cd_002D9d77_002Da4ee304d94f7_007D.m_7b86004a82fb42ee97ea7d5e58574563.m_3f6f6322abdc4634a39525b5eb1c92fd","Comment"
"PvfCode\Controls\TextEditorFolder\ScriptCommentController.cs","46752","0x933B717 ^ _003CModule_003E_007Be69553f9_002Deb39_002D49cd_002D9d77_002Da4ee304d94f7_007D.m_7b86004a82fb42ee97ea7d5e58574563.m_a47e9e4bf3624e7291689f8fb4b10989","//"
"PvfCode\Controls\TextEditorFolder\ScriptCommentController.cs","46752","0x768A4F26 ^ _003CModule_003E_007Be69553f9_002Deb39_002D49cd_002D9d77_002Da4ee304d94f7_007D.m_7b86004a82fb42ee97ea7d5e58574563.m_5f32481f68ae4c7eaeea7ec68a5ff47b","//"
"PvfCode\Controls\TextEditorFolder\ScriptCommentController.cs","46752","0x4BA00464 ^ _003CModule_003E_007Be69553f9_002Deb39_002D49cd_002D9d77_002Da4ee304d94f7_007D.m_7b86004a82fb42ee97ea7d5e58574563.m_d6a39a5ddb584a4d998858fb4ceeb027","//"
"PvfCode\Controls\TextEditorFolder\ScriptCommentController.cs","46752","0x51F78161 ^ _003CModule_003E_007Be69553f9_002Deb39_002D49cd_002D9d77_002Da4ee304d94f7_007D.m_7b86004a82fb42ee97ea7d5e58574563.m_c14a170a5a60490084306350f271c7f1","//"
"PvfCode\Controls\TextEditorFolder\ScriptCommentController.cs","49366","0x42E636CA ^ _003CModule_003E_007Be69553f9_002Deb39_002D49cd_002D9d77_002Da4ee304d94f7_007D.m_7b86004a82fb42ee97ea7d5e58574563.m_bbd6700d16934fad8cc9f8d19544f21f","/*"
"PvfCode\Controls\TextEditorFolder\ScriptCommentController.cs","49366","0xB8BED47 ^ _003CModule_003E_007Be69553f9_002Deb39_002D49cd_002D9d77_002Da4ee304d94f7_007D.m_7b86004a82fb42ee97ea7d5e58574563.m_e066a82cd08141c08d4817f20a7d29f3","/*"
"PvfCode\Controls\TextEditorFolder\ScriptCommentController.cs","49366","0x1B5E54E0 ^ _003CModule_003E_007Be69553f9_002Deb39_002D49cd_002D9d77_002Da4ee304d94f7_007D.m_7b86004a82fb42ee97ea7d5e58574563.m_995dc3f7a3024d82ba87d77f60d35fca","/*"
"PvfCode\Controls\TextEditorFolder\ScriptCommentController.cs","49366","0x47B9DD33 ^ _003CModule_003E_007Be69553f9_002Deb39_002D49cd_002D9d77_002Da4ee304d94f7_007D.m_7b86004a82fb42ee97ea7d5e58574563.m_0bd286ac068745bfb29b92d10b515130","/*"
"PvfCode\Controls\TextEditorFolder\ScriptCommentController.cs","49366","0x11B9DFFA ^ _003CModule_003E_007Be69553f9_002Deb39_002D49cd_002D9d77_002Da4ee304d94f7_007D.m_7b86004a82fb42ee97ea7d5e58574563.m_39a59c8c3fda4dbdaaf2213c010b00a8","/*"
"PvfCode\Controls\TextEditorFolder\ScriptCommentController.cs","49374","0x13FC87B4 ^ _003CModule_003E_007Be69553f9_002Deb39_002D49cd_002D9d77_002Da4ee304d94f7_007D.m_7b86004a82fb42ee97ea7d5e58574563.m_a7cc82b779404332a260d01290ecb801","*/"
"PvfCode\Controls\TextEditorFolder\ScriptCommentController.cs","49374","0x19F9A41F ^ _003CModule_003E_007Be69553f9_002Deb39_002D49cd_002D9d77_002Da4ee304d94f7_007D.m_7b86004a82fb42ee97ea7d5e58574563.m_afceaa2a86c14a5c9cf1f8f0fdd0f590","*/"
"PvfCode\Controls\TextEditorFolder\ScriptCommentController.cs","49374","0x67784CD7 ^ _003CModule_003E_007Be69553f9_002Deb39_002D49cd_002D9d77_002Da4ee304d94f7_007D.m_7b86004a82fb42ee97ea7d5e58574563.m_e0f0c9b53f5f4d0e88dcbb6df9cbe106","*/"
"PvfCode\Controls\TextEditorFolder\ScriptCommentController.cs","49382","0x67784CEF ^ _003CModule_003E_007Be69553f9_002Deb39_002D49cd_002D9d77_002Da4ee304d94f7_007D.m_7b86004a82fb42ee97ea7d5e58574563.m_e0f0c9b53f5f4d0e88dcbb6df9cbe106","NutCommentCode.CommentCode"
"PvfCode\Controls\TextEditorFolder\ScriptCommentController.cs","49438","0x3509C807 ^ _003CModule_003E_007Be69553f9_002Deb39_002D49cd_002D9d77_002Da4ee304d94f7_007D.m_7b86004a82fb42ee97ea7d5e58574563.m_c3720eb655124e6e81b317ef170605cd","NutCommentCode.MultLineCommentCode"
"PvfCode\Controls\TextEditorFolder\ScriptCommentController.cs","49438","0x4D231CA5 ^ _003CModule_003E_007Be69553f9_002Deb39_002D49cd_002D9d77_002Da4ee304d94f7_007D.m_7b86004a82fb42ee97ea7d5e58574563.m_5924bd2461b7415baa9211b5f1cb71b2","NutCommentCode.MultLineCommentCode"
"PvfCode\Controls\TextEditorFolder\ScriptCommentController.cs","49510","0xB8BECF7 ^ _003CModule_003E_007Be69553f9_002Deb39_002D49cd_002D9d77_002Da4ee304d94f7_007D.m_7b86004a82fb42ee97ea7d5e58574563.m_e066a82cd08141c08d4817f20a7d29f3","NutCommentCode.ClearLineCommentCode"
"PvfCode\Controls\TextEditorFolder\ScriptCommentController.cs","49584","0x25C0D427 ^ _003CModule_003E_007Be69553f9_002Deb39_002D49cd_002D9d77_002Da4ee304d94f7_007D.m_7b86004a82fb42ee97ea7d5e58574563.m_c8944dd9ca4b4079b8678bce0630ff7d","NutCommentCode.IsSelected"
"PvfCode\Controls\TextEditorFolder\ScriptCommentController.cs","49638","0x2D97E6E7 ^ _003CModule_003E_007Be69553f9_002Deb39_002D49cd_002D9d77_002Da4ee304d94f7_007D.m_7b86004a82fb42ee97ea7d5e58574563.m_59a7418b35384ddea3432ed6abd3f702","NutCommentCode.ClearCommentCode"
"PvfCode\Controls\TextEditorFolder\SearchPanel.cs","3572","0x6C4CE854 ^ _003CModule_003E_007Be69553f9_002Deb39_002D49cd_002D9d77_002Da4ee304d94f7_007D.m_7b86004a82fb42ee97ea7d5e58574563.m_c4ac9f35eb704455b489a780e86cf909","
"
"PvfCode\Controls\TextEditorFolder\SearchPanel.cs","3572","0x659E5369 ^ _003CModule_003E_007Be69553f9_002Deb39_002D49cd_002D9d77_002Da4ee304d94f7_007D.m_7b86004a82fb42ee97ea7d5e58574563.m_0cdaa8b4a2df45ea8b368477e0c569ba","
"
"PvfCode\Controls\TextEditorFolder\SearchPanel.cs","4504","0x2D973699 ^ _003CModule_003E_007Be69553f9_002Deb39_002D49cd_002D9d77_002Da4ee304d94f7_007D.m_7b86004a82fb42ee97ea7d5e58574563.m_59a7418b35384ddea3432ed6abd3f702","MaxWidthValue"
"PvfCode\Controls\TextEditorFolder\SearchPanel.cs","65040","1437138932 ^ 0x70681473 ^ _003CModule_003E_007Be69553f9_002Deb39_002D49cd_002D9d77_002Da4ee304d94f7_007D.m_7b86004a82fb42ee97ea7d5e58574563.m_c8944dd9ca4b4079b8678bce0630ff7d","findKeywordText"
"PvfCode\Controls\TextEditorFolder\SearchPanel.cs","65074","0x10180D61 ^ _003CModule_003E_007Be69553f9_002Deb39_002D49cd_002D9d77_002Da4ee304d94f7_007D.m_7b86004a82fb42ee97ea7d5e58574563.m_80f251012e8548e0baf3267defb3d706","/pvfUtility;V2026.1.22.2;component/controls/texteditorfolder/searchpanel.xaml"
"PvfCode\Controls\TextEditorFolder\TextEditExtensions.cs","9906","0x622FA410 ^ _003CModule_003E_007Be69553f9_002Deb39_002D49cd_002D9d77_002Da4ee304d94f7_007D.m_7b86004a82fb42ee97ea7d5e58574563.m_41a03ba455a9468b9050278ae77448e1","Comment"
